-0.5, -0.5, -0.5
-0.5, -0.49, -0.4901
-0.5, -0.48, -0.4804
-0.5, -0.47, -0.4709
-0.5, -0.46, -0.4616
-0.5, -0.45, -0.4525
-0.5, -0.44, -0.4436
-0.5, -0.43, -0.4349
-0.5, -0.42, -0.4264
-0.5, -0.41, -0.4181
-0.5, -0.4, -0.41
-0.5, -0.39, -0.4021
-0.5, -0.38, -0.3944
-0.5, -0.37, -0.3869
-0.5, -0.36, -0.3796
-0.5, -0.35, -0.3725
-0.5, -0.34, -0.3656
-0.5, -0.33, -0.3589
-0.5, -0.32, -0.3524
-0.5, -0.31, -0.3461
-0.5, -0.3, -0.34
-0.5, -0.29, -0.3341
-0.5, -0.28, -0.3284
-0.5, -0.27, -0.3229
-0.5, -0.26, -0.3176
-0.5, -0.25, -0.3125
-0.5, -0.24, -0.3076
-0.5, -0.23, -0.3029
-0.5, -0.22, -0.2984
-0.5, -0.21, -0.2941
-0.5, -0.2, -0.29
-0.5, -0.19, -0.2861
-0.5, -0.18, -0.2824
-0.5, -0.17, -0.2789
-0.5, -0.16, -0.2756
-0.5, -0.15, -0.2725
-0.5, -0.14, -0.2696
-0.5, -0.13, -0.2669
-0.5, -0.12, -0.2644
-0.5, -0.11, -0.2621
-0.5, -0.1, -0.26
-0.5, -0.09, -0.2581
-0.5, -0.08, -0.2564
-0.5, -0.07, -0.2549
-0.5, -0.06, -0.2536
-0.5, -0.05, -0.2525
-0.5, -0.04, -0.2516
-0.5, -0.03, -0.2509
-0.5, -0.02, -0.2504
-0.5, -0.01, -0.2501
-0.5, 0, -0.25
-0.5, 0.01, -0.2501
-0.5, 0.02, -0.2504
-0.5, 0.03, -0.2509
-0.5, 0.04, -0.2516
-0.5, 0.05, -0.2525
-0.5, 0.06, -0.2536
-0.5, 0.07, -0.2549
-0.5, 0.08, -0.2564
-0.5, 0.09, -0.2581
-0.5, 0.1, -0.26
-0.5, 0.11, -0.2621
-0.5, 0.12, -0.2644
-0.5, 0.13, -0.2669
-0.5, 0.14, -0.2696
-0.5, 0.15, -0.2725
-0.5, 0.16, -0.2756
-0.5, 0.17, -0.2789
-0.5, 0.18, -0.2824
-0.5, 0.19, -0.2861
-0.5, 0.2, -0.29
-0.5, 0.21, -0.2941
-0.5, 0.22, -0.2984
-0.5, 0.23, -0.3029
-0.5, 0.24, -0.3076
-0.5, 0.25, -0.3125
-0.5, 0.26, -0.3176
-0.5, 0.27, -0.3229
-0.5, 0.28, -0.3284
-0.5, 0.29, -0.3341
-0.5, 0.3, -0.34
-0.5, 0.31, -0.3461
-0.5, 0.32, -0.3524
-0.5, 0.33, -0.3589
-0.5, 0.34, -0.3656
-0.5, 0.35, -0.3725
-0.5, 0.36, -0.3796
-0.5, 0.37, -0.3869
-0.5, 0.38, -0.3944
-0.5, 0.39, -0.4021
-0.5, 0.4, -0.41
-0.5, 0.41, -0.4181
-0.5, 0.42, -0.4264
-0.5, 0.43, -0.4349
-0.5, 0.44, -0.4436
-0.5, 0.45, -0.4525
-0.5, 0.46, -0.4616
-0.5, 0.47, -0.4709
-0.5, 0.48, -0.4804
-0.5, 0.49, -0.4901
-0.49, -0.5, -0.4901
-0.49, -0.49, -0.4802
-0.49, -0.48, -0.4705
-0.49, -0.47, -0.461
-0.49, -0.46, -0.4517
-0.49, -0.45, -0.4426
-0.49, -0.44, -0.4337
-0.49, -0.43, -0.425
-0.49, -0.42, -0.4165
-0.49, -0.41, -0.4082
-0.49, -0.4, -0.4001
-0.49, -0.39, -0.3922
-0.49, -0.38, -0.3845
-0.49, -0.37, -0.377
-0.49, -0.36, -0.3697
-0.49, -0.35, -0.3626
-0.49, -0.34, -0.3557
-0.49, -0.33, -0.349
-0.49, -0.32, -0.3425
-0.49, -0.31, -0.3362
-0.49, -0.3, -0.3301
-0.49, -0.29, -0.3242
-0.49, -0.28, -0.3185
-0.49, -0.27, -0.313
-0.49, -0.26, -0.3077
-0.49, -0.25, -0.3026
-0.49, -0.24, -0.2977
-0.49, -0.23, -0.293
-0.49, -0.22, -0.2885
-0.49, -0.21, -0.2842
-0.49, -0.2, -0.2801
-0.49, -0.19, -0.2762
-0.49, -0.18, -0.2725
-0.49, -0.17, -0.269
-0.49, -0.16, -0.2657
-0.49, -0.15, -0.2626
-0.49, -0.14, -0.2597
-0.49, -0.13, -0.257
-0.49, -0.12, -0.2545
-0.49, -0.11, -0.2522
-0.49, -0.1, -0.2501
-0.49, -0.09, -0.2482
-0.49, -0.08, -0.2465
-0.49, -0.07, -0.245
-0.49, -0.06, -0.2437
-0.49, -0.05, -0.2426
-0.49, -0.04, -0.2417
-0.49, -0.03, -0.241
-0.49, -0.02, -0.2405
-0.49, -0.01, -0.2402
-0.49, -1.35729e-17, -0.2401
-0.49, 0.01, -0.2402
-0.49, 0.02, -0.2405
-0.49, 0.03, -0.241
-0.49, 0.04, -0.2417
-0.49, 0.05, -0.2426
-0.49, 0.06, -0.2437
-0.49, 0.07, -0.245
-0.49, 0.08, -0.2465
-0.49, 0.09, -0.2482
-0.49, 0.1, -0.2501
-0.49, 0.11, -0.2522
-0.49, 0.12, -0.2545
-0.49, 0.13, -0.257
-0.49, 0.14, -0.2597
-0.49, 0.15, -0.2626
-0.49, 0.16, -0.2657
-0.49, 0.17, -0.269
-0.49, 0.18, -0.2725
-0.49, 0.19, -0.2762
-0.49, 0.2, -0.2801
-0.49, 0.21, -0.2842
-0.49, 0.22, -0.2885
-0.49, 0.23, -0.293
-0.49, 0.24, -0.2977
-0.49, 0.25, -0.3026
-0.49, 0.26, -0.3077
-0.49, 0.27, -0.313
-0.49, 0.28, -0.3185
-0.49, 0.29, -0.3242
-0.49, 0.3, -0.3301
-0.49, 0.31, -0.3362
-0.49, 0.32, -0.3425
-0.49, 0.33, -0.349
-0.49, 0.34, -0.3557
-0.49, 0.35, -0.3626
-0.49, 0.36, -0.3697
-0.49, 0.37, -0.377
-0.49, 0.38, -0.3845
-0.49, 0.39, -0.3922
-0.49, 0.4, -0.4001
-0.49, 0.41, -0.4082
-0.49, 0.42, -0.4165
-0.49, 0.43, -0.425
-0.49, 0.44, -0.4337
-0.49, 0.45, -0.4426
-0.49, 0.46, -0.4517
-0.49, 0.47, -0.461
-0.49, 0.48, -0.4705
-0.49, 0.49, -0.4802
-0.48, -0.5, -0.4804
-0.48, -0.49, -0.4705
-0.48, -0.48, -0.4608
-0.48, -0.47, -0.4513
-0.48, -0.46, -0.442
-0.48, -0.45, -0.4329
-0.48, -0.44, -0.424
-0.48, -0.43, -0.4153
-0.48, -0.42, -0.4068
-0.48, -0.41, -0.3985
-0.48, -0.4, -0.3904
-0.48, -0.39, -0.3825
-0.48, -0.38, -0.3748
-0.48, -0.37, -0.3673
-0.48, -0.36, -0.36
-0.48, -0.35, -0.3529
-0.48, -0.34, -0.346
-0.48, -0.33, -0.3393
-0.48, -0.32, -0.3328
-0.48, -0.31, -0.3265
-0.48, -0.3, -0.3204
-0.48, -0.29, -0.3145
-0.48, -0.28, -0.3088
-0.48, -0.27, -0.3033
-0.48, -0.26, -0.298
-0.48, -0.25, -0.2929
-0.48, -0.24, -0.288
-0.48, -0.23, -0.2833
-0.48, -0.22, -0.2788
-0.48, -0.21, -0.2745
-0.48, -0.2, -0.2704
-0.48, -0.19, -0.2665
-0.48, -0.18, -0.2628
-0.48, -0.17, -0.2593
-0.48, -0.16, -0.256
-0.48, -0.15, -0.2529
-0.48, -0.14, -0.25
-0.48, -0.13, -0.2473
-0.48, -0.12, -0.2448
-0.48, -0.11, -0.2425
-0.48, -0.1, -0.2404
-0.48, -0.09, -0.2385
-0.48, -0.08, -0.2368
-0.48, -0.07, -0.2353
-0.48, -0.06, -0.234
-0.48, -0.05, -0.2329
-0.48, -0.04, -0.232
-0.48, -0.03, -0.2313
-0.48, -0.02, -0.2308
-0.48, -0.01, -0.2305
-0.48, -4.04136e-17, -0.2304
-0.48, 0.01, -0.2305
-0.48, 0.02, -0.2308
-0.48, 0.03, -0.2313
-0.48, 0.04, -0.232
-0.48, 0.05, -0.2329
-0.48, 0.06, -0.234
-0.48, 0.07, -0.2353
-0.48, 0.08, -0.2368
-0.48, 0.09, -0.2385
-0.48, 0.1, -0.2404
-0.48, 0.11, -0.2425
-0.48, 0.12, -0.2448
-0.48, 0.13, -0.2473
-0.48, 0.14, -0.25
-0.48, 0.15, -0.2529
-0.48, 0.16, -0.256
-0.48, 0.17, -0.2593
-0.48, 0.18, -0.2628
-0.48, 0.19, -0.2665
-0.48, 0.2, -0.2704
-0.48, 0.21, -0.2745
-0.48, 0.22, -0.2788
-0.48, 0.23, -0.2833
-0.48, 0.24, -0.288
-0.48, 0.25, -0.2929
-0.48, 0.26, -0.298
-0.48, 0.27, -0.3033
-0.48, 0.28, -0.3088
-0.48, 0.29, -0.3145
-0.48, 0.3, -0.3204
-0.48, 0.31, -0.3265
-0.48, 0.32, -0.3328
-0.48, 0.33, -0.3393
-0.48, 0.34, -0.346
-0.48, 0.35, -0.3529
-0.48, 0.36, -0.36
-0.48, 0.37, -0.3673
-0.48, 0.38, -0.3748
-0.48, 0.39, -0.3825
-0.48, 0.4, -0.3904
-0.48, 0.41, -0.3985
-0.48, 0.42, -0.4068
-0.48, 0.43, -0.4153
-0.48, 0.44, -0.424
-0.48, 0.45, -0.4329
-0.48, 0.46, -0.442
-0.48, 0.47, -0.4513
-0.48, 0.48, -0.4608
-0.48, 0.49, -0.4705
-0.47, -0.5, -0.4709
-0.47, -0.49, -0.461
-0.47, -0.48, -0.4513
-0.47, -0.47, -0.4418
-0.47, -0.46, -0.4325
-0.47, -0.45, -0.4234
-0.47, -0.44, -0.4145
-0.47, -0.43, -0.4058
-0.47, -0.42, -0.3973
-0.47, -0.41, -0.389
-0.47, -0.4, -0.3809
-0.47, -0.39, -0.373
